1.00666,0.642349,-0.388178,-0.209971,-0.994428,0.288931,-0.066352,1.07952,0.270913,1.042999
-0.159593,1.055256,0.077041,-1.094519,1.02854,-0.970521,0.317648,-0.556559,-0.522969,-0.791117
0.852283,0.545851,0.448929,0.905547,-0.003211,-0.625109,0.897689,0.998479,0.640623,0.027712
-0.98758,-0.516496,-0.06718,0.502313,0.966849,0.792067,-1.013954,-0.670841,-1.014151,-1.099971
0.666701,-0.856329,-1.003826,-0.157549,-0.101756,-0.191543,0.176024,0.667094,-0.673101,0.068859
0.831856,0.532042,0.60164,-0.994992,0.987684,-0.928002,0.992928,0.283824,-0.36211,0.757988
0.886405,0.990847,-1.021021,0.803845,0.552454,-0.248539,-0.033084,-1.010733,0.790555,-0.996484
-0.962134,-1.053185,0.347476,-0.9788,-0.338146,1.02585,0.681568,-0.354502,0.311662,0.639268
0.406771,-0.405794,-0.980292,0.011376,-0.177964,-0.23367,-0.723415,-0.252468,-0.339461,0.074613
0.548021,0.899887,0.664681,0.369361,-0.39402,-1.034773,-0.969719,0.971505,-0.099199,0.221742
-0.02535,-0.247385,-0.288496,0.044701,-0.6606,-0.621396,-0.123777,-0.98315,0.051384,0.842555
-0.209176,-0.050099,0.132339,0.482846,-0.310275,-0.108839,1.061656,-0.230266,0.834587,-0.727154
-0.335302,-0.979637,-0.1545,-0.477443,0.409379,0.063351,0.590515,-0.123113,0.987466,-0.487701
0.69298,0.979978,-1.058498,-0.80166,0.984793,0.369558,0.958077,-0.234352,0.633353,0.17174
0.972141,-0.974382,0.985674,-0.905999,0.007313,0.319522,-0.30457,0.197852,0.947553,0.889814
-0.920315,0.678958,1.058484,0.270988,0.681033,0.684595,0.077254,-0.249332,-0.565616,-0.506413
1.097967,-0.184755,-0.87237,-0.956657,0.520104,-0.512615,0.333787,0.463525,-0.354221,0.519172
1.05537,-1.013151,0.585156,0.11686,-0.350161,-0.958203,-0.179188,0.441665,1.059214,-0.331295
0.528468,-0.944303,-0.05229,-0.023587,0.160254,0.308889,1.053533,-0.107652,0.574604,-0.213388
0.09776,1.018648,0.634418,-0.979619,-1.005967,-0.747227,-0.897687,-0.704016,0.049228,-0.984246
-1.052012,0.116046,-1.038056,-0.20409,-0.031482,-0.282722,-0.917706,0.388358,0.889626,-1.029941
0.508998,-0.956385,-0.339108,1.02489,0.894828,-0.894781,-0.60616,0.785884,0.675611,-0.953251
-0.973287,-0.656398,0.119761,0.506489,-0.637191,0.5508,-0.136658,0.021443,-0.250026,0.117977
0.389294,0.766319,-0.978433,0.072209,0.084194,-0.508609,-0.432488,0.942633,-1.111465,-0.906898
0.452626,1.033836,-0.290001,-0.032749,-0.443068,0.953176,-0.44149,0.03911,1.027253,0.131856
0.472393,-0.3371,0.193857,-0.758011,1.020656,-0.242285,0.713467,-0.838153,0.433112,-0.051743
0.842998,0.041996,-0.107011,-0.97361,-0.241243,-0.902661,0.314473,-0.598507,1.058681,-0.042694
-0.969403,0.596287,1.069631,-1.01388,0.937274,-0.962394,-0.801088,-0.604716,-0.617804,-0.266075
